codigo,producto,marca,modelo,anio,info,oem,ficha_medidas,ficha_oem,ficha_info,imagen_producto,url_ficha,fuente,titulo,categoria,pieza,posicion,lado,diametro_int,diametro_ext,altura,diametro_int_filtro,diametro_ext_filtro,altura_filtro,abs
RCC2631,RODAMIENTO,CHEVROLET,CLASSIC,10>,Motor: 1.4 | Pieza: CONO/CUBETA | Posición: TRAS | Lado: EXT | Ø int: 17.462 | Ø ext: 39.878 | Alt: 13.843 | ABS: NO,11749/710 | LM 11749/710 | 4RR1749 | L11749/10 | SET 1,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,EXT,17.462,39.878,13.843,17,39,13,NO
RCC53,RODAMIENTO,CHEVROLET,CLASSIC,10>,Motor: 1.4 | Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT | Ø int: 29 | Ø ext: 50.292 | Alt: 14.224 | ABS: NO,45449/410 | L 45449/410/Q | 4RR45449410 | L45449/10 | 518772A | SET 8,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT,29,50.292,14.224,29,50,14,NO
RCC63,RODAMIENTO,CHEVROLET,CLASSIC,10>,Motor: 1.4 | Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT/EXT | Ø int: 17.462 / 29.000 | Ø ext: 39.878 / 50.292 | Alt: 13.843 / 14.732 | ABS: NO | Obs: KIT (11749/710 + 45449/410 + GRASA + RETEN),14544 | VKBA4544 | 4RR4429K,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT/EXT,17.462 / 29.000,39.878 / 50.292,13.843 / 14.732,,,,NO
RR03,RODAMIENTO,CHEVROLET,COBALT,11>,Motor: 1.4 / 1.8 | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 40 | Ø ext: 78 | Alt: 0 | ABS: NO | Obs: MAGNETICO,13500488 | VKBC 4219 | 713644970,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,40,78,0,40,78,0,NO
RR02,RODAMIENTO,CHEVROLET,CORSA,94>10,Motor: 1.0 / 1.2 / 1.4 / 1.6 / 1.7 D | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 34 | Ø ext: 66 | Alt: 37 | ABS: NO,F 110487 | BAHB 636114 A | 4RR636114 | PW34660037CS | R153.25 | 713664150,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,34,66,37,34,66,37,NO
RCC2631,RODAMIENTO,CHEVROLET,CORSA,94>10,Motor: 1.0 / 1.2 / 1.4 / 1.6 / 1.7 D | Pieza: CONO/CUBETA | Posición: TRAS | Lado: EXT | Ø int: 17.462 | Ø ext: 39.878 | Alt: 13.843 | ABS: NO,11749/710 | LM 11749/710 | 4RR1749 | L11749/10 | SET 1,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,EXT,17.462,39.878,13.843,17,39,13,NO
RCC53,RODAMIENTO,CHEVROLET,CORSA,94>10,Motor: 1.0 / 1.2 / 1.4 / 1.6 / 1.7 D | Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT | Ø int: 29 | Ø ext: 50.292 | Alt: 14.224 | ABS: NO,45449/410 | L 45449/410/Q | 4RR45449410 | L45449/10 | 518772A | SET 8,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT,29,50.292,14.224,29,50,14,NO
RCC63,RODAMIENTO,CHEVROLET,CORSA,94>10,Motor: 1.0 / 1.2 / 1.4 / 1.6 / 1.7 D | Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT/EXT | Ø int: 17.462 / 29.000 | Ø ext: 39.878 / 50.292 | Alt: 13.843 / 14.732 | ABS: NO | Obs: KIT (11749/710 + 45449/410 + GRASA + RETEN),14544 | VKBA4544 | 4RR4429K,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT/EXT,17.462 / 29.000,39.878 / 50.292,13.843 / 14.732,,,,NO
RR56,RODAMIENTO,CHEVROLET,CORSA CLASSIC,94<02,Motor: 1.0 / 1.2 / 1.4 / 1.6 / 1.7 D | Pieza: RUEDA | Posición: TRAS | Lado: IZQ/DER | Ø int: 30 | Ø ext: 62 | Alt: 48 | ABS: NO | Obs: C/ MAGNETICO,FC 41645 | BTH‐1222 B,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,IZQ/DER,30,62,48,30,62,48,NO
RR02,RODAMIENTO,CHEVROLET,CORSA COMBO,98>,Motor: 1.7 TDI | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 34 | Ø ext: 66 | Alt: 37 | ABS: NO,F 110487 | BAHB 636114 A | 4RR636114 | PW34660037CS | R153.25 | 713664150,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,34,66,37,34,66,37,NO
RCC14A,RODAMIENTO,CHEVROLET,CORSA COMBO,98>,Motor: 1.7 TDI | Pieza: CONO/CUBETA | Posición: DEL | Lado: EXT | Ø int: 19.05 | Ø ext: 45.237 | Alt: 15.494 | ABS: NO,11949/910 | LM 11949/910/Q | 4RR1949 | LM11949/10 | SET 2,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,EXT,19.05,45.237,15.494,19,45,15,NO
RCC33,RODAMIENTO,CHEVROLET,CORSA COMBO,98>,Motor: 1.7 TDI | Pieza: CONO/CUBETA | Posición: DEL | Lado: INT | Ø int: 31.75 | Ø ext: 59.131 | Alt: 15.875 | ABS: NO,67048/010 | LM 67048/010/Q | 4RR67048010 | LM67048/10 | SET 6,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT,31.75,59.131,15.875,31,59,15,NO
RCC2631,RODAMIENTO,CHEVROLET,CORSA COMBO,98>,Motor: 1.7 TDI | Pieza: CONO/CUBETA | Posición: TRAS | Lado: EXT | Ø int: 17.462 | Ø ext: 39.878 | Alt: 13.843 | ABS: NO,11749/710 | LM 11749/710 | 4RR1749 | L11749/10 | SET 1,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,EXT,17.462,39.878,13.843,17,39,13,NO
RCC53,RODAMIENTO,CHEVROLET,CORSA COMBO,98>,Motor: 1.7 TDI | Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT | Ø int: 29 | Ø ext: 50.292 | Alt: 14.224 | ABS: NO,45449/410 | L 45449/410/Q | 4RR45449410 | L45449/10 | 518772A | SET 8,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT,29,50.292,14.224,29,50,14,NO
RCC63,RODAMIENTO,CHEVROLET,CORSA COMBO,98>,Motor: 1.7 TDI | Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT/EXT | Ø int: 17.462 / 29.000 | Ø ext: 39.878 / 50.292 | Alt: 13.843 / 14.732 | ABS: NO | Obs: KIT (11749/710 + 45449/410 + GRASA + RETEN),14544 | VKBA4544 | 4RR4429K,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT/EXT,17.462 / 29.000,39.878 / 50.292,13.843 / 14.732,,,,NO
RR12,RODAMIENTO,CHEVROLET,CORSA II,02>,Motor: 1.7 TD / 1.8 | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 34 | Ø ext: 67 | Alt: 37 | ABS: NO,F 553648 | VKBA3600 | 4RR803775 | PW34670037CS | R153.39 | 713644080,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,34,67,37,34,67,37,NO
RR22,RODAMIENTO,CHEVROLET,CORSA II,02>,Motor: 1.7 TD / 1.8 | Pieza: RUEDA | Posición: TRAS | Lado: IZQ/DER | Ø int: 27 | Ø ext: 53 | Alt: 43 | ABS: NO,FC 40650 | VKBA3601 | 4RR40650 | PW27530043CSHD | FC40650S01 | 713644220,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,IZQ/DER,27,53,43,27,53,43,NO
RCC32,RODAMIENTO,CHEVROLET,D20,91>97,Pieza: CONO/CUBETA | Posición: DEL | Lado: EXT | Ø int: 21.43 | Ø ext: 50.005 | Alt: 17.526 | ABS: NO,12649/610 | M 12649/610/Q | 4RR12649610 | M12649/10 | SET 3,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,EXT,21.43,50.005,17.526,21,50,17,NO
RCC64,RODAMIENTO,CHEVROLET,D20,91>97,Pieza: CONO/CUBETA | Posición: DEL | Lado: INT | Ø int: 34.92 | Ø ext: 65.09 | Alt: 18.034 | ABS: NO,48548/510 | LM 48548/510/Q | 4RR48548510 | LM48548/10 | SET 5,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT,34.92,65.09,18.034,34,65,18,NO
RCC34,RODAMIENTO,CHEVROLET,D20,91>97,Motor: DIF. TRANSAX | Pieza: RUEDA | Posición: TRAS | Lado: - | Ø int: 39.688 | Ø ext: 73.025 | Alt: 22.098 | ABS: NO | Obs: C/ARANDELA,SET 10 | 4RRSET10 | U399/U360L (SET 10),,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,-,39.688,73.025,22.098,39,73,22,NO
RR50,RODAMIENTO,CHEVROLET,FACE,11>,Motor: 1.3 | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 39 | Ø ext: 72 | Alt: 37 | ABS: NO,F 110622 | BAH-0036 | 4RR311396 | PW39720037CS | GB12776 | 542186CA | 513113,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,39,72,37,39,72,37,NO
RCC2631,RODAMIENTO,CHEVROLET,IPANEMA,89>98,Pieza: CONO/CUBETA | Posición: TRAS | Lado: EXT | Ø int: 17.462 | Ø ext: 39.878 | Alt: 13.843 | ABS: NO,11749/710 | LM 11749/710 | 4RR1749 | L11749/10 | SET 1,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,EXT,17.462,39.878,13.843,17,39,13,NO
RCC53,RODAMIENTO,CHEVROLET,IPANEMA,89>98,Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT | Ø int: 29 | Ø ext: 50.292 | Alt: 14.224 | ABS: NO,45449/410 | L 45449/410/Q | 4RR45449410 | L45449/10 | 518772A | SET 8,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT,29,50.292,14.224,29,50,14,NO
RR42,RODAMIENTO,CHEVROLET,KA,NVO,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 39 | Ø ext: 72 | Alt: 37 | ABS: NO,801663 AA | BAH-0106 DX | 4RR10106M | 713678100 | BAH-0109 C | 4RR801663,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,39,72,37,39,72,37,NO
RCC2631,RODAMIENTO,CHEVROLET,KADETT,89>98,Pieza: CONO/CUBETA | Posición: TRAS | Lado: EXT | Ø int: 17.462 | Ø ext: 39.878 | Alt: 13.843 | ABS: NO,11749/710 | LM 11749/710 | 4RR1749 | L11749/10 | SET 1,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,EXT,17.462,39.878,13.843,17,39,13,NO
RCC53,RODAMIENTO,CHEVROLET,KADETT,89>98,Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT | Ø int: 29 | Ø ext: 50.292 | Alt: 14.224 | ABS: NO,45449/410 | L 45449/410/Q | 4RR45449410 | L45449/10 | 518772A | SET 8,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT,29,50.292,14.224,29,50,14,NO
RCC63,RODAMIENTO,CHEVROLET,KADET,89>98,Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT/EXT | Ø int: 17.462 / 29.000 | Ø ext: 39.878 / 50.292 | Alt: 13.843 / 14.732 | ABS: NO | Obs: KIT (11749/710 + 45449/410 + GRASA + RETEN),14544 | VKBA4544 | 4RR4429K,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT/EXT,17.462 / 29.000,39.878 / 50.292,13.843 / 14.732,,,,NO
RCC32,RODAMIENTO,CHEVROLET,LUV 4X2,92>,Pieza: CONO/CUBETA | Posición: DEL | Lado: EXT | Ø int: 21.43 | Ø ext: 50.005 | Alt: 17.526 | ABS: NO,12649/610 | M 12649/610/Q | 4RR12649610 | M12649/10 | SET 3,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,EXT,21.43,50.005,17.526,21,50,17,NO
RCC64,RODAMIENTO,CHEVROLET,LUV 4X2,92>,Pieza: CONO/CUBETA | Posición: DEL | Lado: INT | Ø int: 34.92 | Ø ext: 65.09 | Alt: 18.034 | ABS: NO,48548/510 | LM 48548/510/Q | 4RR48548510 | LM48548/10 | SET 5,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT,34.92,65.09,18.034,34,65,18,NO
RR12,RODAMIENTO,CHEVROLET,MERIVA,03>,Motor: 1.7 TD / 1.8 8V / 1.8 16V | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 34 | Ø ext: 67 | Alt: 37 | ABS: NO,F 553648 | VKBA3600 | 4RR803775 | PW34670037CS | R153.39 | 713644080,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,34,67,37,34,67,37,NO
RR22,RODAMIENTO,CHEVROLET,MERIVA,03>,Pieza: RUEDA | Posición: TRAS | Lado: IZQ/DER | Ø int: 27 | Ø ext: 53 | Alt: 43 | ABS: NO,FC 40650 | VKBA3601 | 4RR40650 | PW27530043CSHD | FC40650S01 | 713644220,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,IZQ/DER,27,53,43,27,53,43,NO
RR12,RODAMIENTO,CHEVROLET,MONTANA,11>,Motor: 1.8 8V | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 34 | Ø ext: 67 | Alt: 37 | ABS: NO,F 553648 | VKBA3600 | 4RR803775 | PW34670037CS | R153.39 | 713644080,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,34,67,37,34,67,37,NO
RR22,RODAMIENTO,CHEVROLET,MONTANA,11>,Motor: 1.8 8V | Pieza: RUEDA | Posición: TRAS | Lado: IZQ/DER | Ø int: 27 | Ø ext: 53 | Alt: 43 | ABS: NO,FC 40650 | VKBA3601 | 4RR40650 | PW27530043CSHD | FC40650S01 | 713644220,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,IZQ/DER,27,53,43,27,53,43,NO
RCC2631,RODAMIENTO,CHEVROLET,MONZA,91>98,Motor: 2 | Pieza: CONO/CUBETA | Posición: TRAS | Lado: EXT | Ø int: 17.462 | Ø ext: 39.878 | Alt: 13.843 | ABS: NO,11749/710 | LM 11749/710 | 4RR1749 | L11749/10 | SET 1,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,EXT,17.462,39.878,13.843,17,39,13,NO
RCC53,RODAMIENTO,CHEVROLET,MONZA,91>98,Motor: 2 | Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT | Ø int: 29 | Ø ext: 50.292 | Alt: 14.224 | ABS: NO,45449/410 | L 45449/410/Q | 4RR45449410 | L45449/10 | 518772A | SET 8,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT,29,50.292,14.224,29,50,14,NO
RCC63,RODAMIENTO,CHEVROLET,MONZA,91>98,Motor: 2 | Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT/EXT | Ø int: 17.462 / 29.000 | Ø ext: 39.878 / 50.292 | Alt: 13.843 / 14.732 | ABS: NO | Obs: KIT (11749/710 + 45449/410 + GRASA + RETEN),14544 | VKBA4544 | 4RR4429K,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT/EXT,17.462 / 29.000,39.878 / 50.292,13.843 / 14.732,,,,NO
RR02,RODAMIENTO,CHEVROLET,PRISMA,11>13,Motor: 1.4 | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 34 | Ø ext: 66 | Alt: 37 | ABS: NO,F 110487 | BAHB 636114 A | 4RR636114 | PW34660037CS | R153.25 | 713664150,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,34,66,37,34,66,37,NO
RCC2631,RODAMIENTO,CHEVROLET,PRISMA,11>13,Motor: 1.4 | Pieza: CONO/CUBETA | Posición: TRAS | Lado: EXT | Ø int: 17.462 | Ø ext: 39.878 | Alt: 13.843 | ABS: NO,11749/710 | LM 11749/710 | 4RR1749 | L11749/10 | SET 1,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,EXT,17.462,39.878,13.843,17,39,13,NO
RCC53,RODAMIENTO,CHEVROLET,PRISMA,11>13,Motor: 1.4 | Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT | Ø int: 29 | Ø ext: 50.292 | Alt: 14.224 | ABS: NO,45449/410 | L 45449/410/Q | 4RR45449410 | L45449/10 | 518772A | SET 8,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT,29,50.292,14.224,29,50,14,NO
RCC63,RODAMIENTO,CHEVROLET,PRISMA,11>13,Motor: 1.4 | Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT/EXT | Ø int: 17.462 / 29.000 | Ø ext: 39.878 / 50.292 | Alt: 13.843 / 14.732 | ABS: NO | Obs: KIT (11749/710 + 45449/410 + GRASA + RETEN),14544 | VKBA4544 | 4RR4429K,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT/EXT,17.462 / 29.000,39.878 / 50.292,13.843 / 14.732,,,,NO
RCC32,RODAMIENTO,CHEVROLET,S10 4x2,96>00,Pieza: CONO/CUBETA | Posición: DEL | Lado: EXT | Ø int: 21.43 | Ø ext: 50.005 | Alt: 17.526 | ABS: NO,12649/610 | M 12649/610/Q | 4RR12649610 | M12649/10 | SET 3,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,EXT,21.43,50.005,17.526,21,50,17,NO
RCC33,RODAMIENTO,CHEVROLET,S10 4x2,96>00,Pieza: CONO/CUBETA | Posición: DEL | Lado: INT | Ø int: 31.75 | Ø ext: 59.131 | Alt: 15.875 | ABS: NO,67048/010 | LM 67048/010/Q | 4RR67048010 | LM67048/10 | SET 6,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT,31.75,59.131,15.875,31,59,15,NO
RCC34,RODAMIENTO,CHEVROLET,S10 4X2 / 4X4,96>00,Motor: 2.5 TD DIF. TRANSAX | Pieza: RUEDA | Posición: TRAS | Lado: - | Ø int: 39.688 | Ø ext: 73.025 | Alt: 22.098 | ABS: NO | Obs: C/ARANDELA,SET 10 | 4RRSET10 | U399/U360L (SET 10),,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,-,39.688,73.025,22.098,39,73,22,NO
RCC2642,RODAMIENTO,CHEVROLET,S10 4X2 / 4X4,00>12,Motor: 2.8 TDI | Pieza: RUEDA | Posición: TRAS | Lado: - | Ø int: 45 | Ø ext: 80 | Alt: 26 | ABS: NO | Obs: C/ARANDELA,SET 80 | 4RRSET80 | U497/U460L (SET 80),,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,-,45,80,26,45,80,26,NO
RCC32,RODAMIENTO,CHEVROLET,SILVERADO,97>03,Motor: 2.5 TD / 2.8 TDI | Pieza: CONO/CUBETA | Posición: DEL | Lado: EXT | Ø int: 21.43 | Ø ext: 50.005 | Alt: 17.526 | ABS: NO,12649/610 | M 12649/610/Q | 4RR12649610 | M12649/10 | SET 3,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,EXT,21.43,50.005,17.526,21,50,17,NO
RCC33,RODAMIENTO,CHEVROLET,SILVERADO,97>03,Motor: 2.5 TD / 2.8 TDI | Pieza: CONO/CUBETA | Posición: DEL | Lado: INT | Ø int: 31.75 | Ø ext: 59.131 | Alt: 15.875 | ABS: NO,67048/010 | LM 67048/010/Q | 4RR67048010 | LM67048/10 | SET 6,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT,31.75,59.131,15.875,31,59,15,NO
RCC34,RODAMIENTO,CHEVROLET,SILVERADO,97>03,Motor: 2.5 TD / 2.8 TDI DIF. TRANSAX | Pieza: RUEDA | Posición: TRAS | Lado: - | Ø int: 39.688 | Ø ext: 73.025 | Alt: 22.098 | ABS: NO | Obs: C/ARANDELA,SET 10 | 4RRSET10 | U399/U360L (SET 10),,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,-,39.688,73.025,22.098,39,73,22,NO
RCC31A,RODAMIENTO,CHEVROLET,SPARK,08>11,Motor: 1 | Pieza: CONO/CUBETA | Posición: AMBAS | Lado: INT/EXT | Ø int: 35 | Ø ext: 60 | Alt: 15.875 | ABS: NO,68145/111 | BT1B 332541 AB/Q | 4RR332541 | L68145/11 (SET 24) | 540484 | SET 24,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,AMBAS,INT/EXT,35,60,15.875,35,60,15,NO
RCC2648,RODAMIENTO,CHEVROLET,SPARK,08>11,Motor: 1 | Pieza: CONO/CUBETA | Posición: TRAS | Lado: EXT | Ø int: 20 | Ø ext: 47 | Alt: 15.25 | ABS: NO,30204 | 30204 J2/Q | 4RR30204 | 30204M,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,EXT,20,47,15.25,20,47,15,NO
RCC49,RODAMIENTO,CHEVROLET,SPARK,08>11,Motor: 1 | Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT | Ø int: 25 | Ø ext: 52 | Alt: 16.25 | ABS: NO,30205 | 30205 J2/QV | 4RR30205 | 30205M,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT,25,52,16.25,25,52,16,NO
RR30,RODAMIENTO,CHEVROLET,SPARK,11>,Motor: 1.2 16V | Pieza: RUEDA | Posición: TRAS | Lado: IZQ/DER | Ø int: 25 | Ø ext: 52 | Alt: 37 | ABS: NO,FC 12025 | BT2B445539CC | 4RR12025 | PW25520037CSHD2 | FC12025S01 | B292-1447HB | 513001,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,IZQ/DER,25,52,37,25,52,37,NO
RR13,RODAMIENTO,CHEVROLET,SPARK,,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 34 | Ø ext: 64 | Alt: 37 | ABS: NO,309726 | BAH-0092 | PW34640037CS | 803647.02 | GB10884 | 713691010 | SET 35,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,34,64,37,34,64,37,NO
RR02,RODAMIENTO,CHEVROLET,TIGRA,96>,Motor: 1.6 16V | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 34 | Ø ext: 66 | Alt: 37 | ABS: NO,F 110487 | BAHB 636114 A | 4RR636114 | PW34660037CS | R153.25 | 713664150,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,34,66,37,34,66,37,NO
RCC2631,RODAMIENTO,CHEVROLET,TIGRA,96>,Motor: 1.6 16V | Pieza: CONO/CUBETA | Posición: TRAS | Lado: EXT | Ø int: 17.462 | Ø ext: 39.878 | Alt: 13.843 | ABS: NO,11749/710 | LM 11749/710 | 4RR1749 | L11749/10 | SET 1,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,EXT,17.462,39.878,13.843,17,39,13,NO
RCC53,RODAMIENTO,CHEVROLET,TIGRA,96>,Motor: 1.6 16V | Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT | Ø int: 29 | Ø ext: 50.292 | Alt: 14.224 | ABS: NO,45449/410 | L 45449/410/Q | 4RR45449410 | L45449/10 | 518772A | SET 8,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT,29,50.292,14.224,29,50,14,NO
RCC63,RODAMIENTO,CHEVROLET,TIGRA,96>,Motor: 1.6 16V | Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT/EXT | Ø int: 17.462 / 29.000 | Ø ext: 39.878 / 50.292 | Alt: 13.843 / 14.732 | ABS: NO | Obs: KIT (11749/710 + 45449/410 + GRASA + RETEN),14544 | VKBA4544 | 4RR4429K,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT/EXT,17.462 / 29.000,39.878 / 50.292,13.843 / 14.732,,,,NO
RR02,RODAMIENTO,CHEVROLET,VECTRA,95>98,Motor: 1.4 / 1.6 | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 34 | Ø ext: 66 | Alt: 37 | ABS: NO,F 110487 | BAHB 636114 A | 4RR636114 | PW34660037CS | R153.25 | 713664150,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,34,66,37,34,66,37,NO
RCC53,RODAMIENTO,CHEVROLET,VECTRA,,Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT | Ø int: 29 | Ø ext: 50.292 | Alt: 14.224 | ABS: NO,45449/410 | L 45449/410/Q | 4RR45449410 | L45449/10 | 518772A | SET 8,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT,29,50.292,14.224,29,50,14,NO
RCC2631,RODAMIENTO,CHEVROLET,VECTRA,,Pieza: CONO/CUBETA | Posición: TRAS | Lado: EXT | Ø int: 17.462 | Ø ext: 39.878 | Alt: 13.843 | ABS: NO,11749/710 | LM 11749/710 | 4RR1749 | L11749/10 | SET 1,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,EXT,17.462,39.878,13.843,17,39,13,NO
RCC63,RODAMIENTO,CHEVROLET,VECTRA,,Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT/EXT | Ø int: 17.462 / 29.000 | Ø ext: 39.878 / 50.292 | Alt: 13.843 / 14.732 | ABS: NO | Obs: KIT (11749/710 + 45449/410 + GRASA + RETEN),14544 | VKBA4544 | 4RR4429K,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT/EXT,17.462 / 29.000,39.878 / 50.292,13.843 / 14.732,,,,NO
RCC64,RODAMIENTO,CHRYSLER / DODGE,D200,68>,Pieza: CONO/CUBETA | Posición: DEL | Lado: INT | Ø int: 34.92 | Ø ext: 65.09 | Alt: 18.034 | ABS: NO,48548/510 | LM 48548/510/Q | 4RR48548510 | LM48548/10 | SET 5,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT,34.92,65.09,18.034,34,65,18,NO
RCC14A,RODAMIENTO,CHRYSLER / DODGE,1500,70>,Pieza: CONO/CUBETA | Posición: DEL | Lado: EXT | Ø int: 19.05 | Ø ext: 45.237 | Alt: 15.494 | ABS: NO,11949/910 | LM 11949/910/Q | 4RR1949 | LM11949/10 | SET 2,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,EXT,19.05,45.237,15.494,19,45,15,NO
RCC2640,RODAMIENTO,CHRYSLER / DODGE,1500,70>,Pieza: CONO/CUBETA | Posición: DEL | Lado: INT | Ø int: 26.988 | Ø ext: 50.292 | Alt: 14.224 | ABS: NO,44649/610 | L 44649/610/Q | 4RR4649 | L44649/10 | SET 4,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT,26.988,50.292,14.224,26,50,14,NO
