codigo,producto,ficha_anio,ficha_info,ficha_oem,ficha_medidas,imagen_producto,url_ficha,fuente,titulo,categoria,boca_chica,boca_grande,largo,posicion,lado,dimensiones
40118,FUELLE,10>,TOPE SUSPENSION FIAT NUEVO UNO (10…) - PALIO (97...),51833945,22 x 75,https://serratsrl.com.ar/wp-content/uploads/2024/07/TOPES-ESCALA-REDUCIDA-ILLUS_TOPE-40118-escala-reducida-1.jpg,https://serratsrl.com.ar/producto/codigo-40118/,SERRAT,Código: 40118,SUSPENSIÓN,,22,75,DELANTERA,,
40119,FUELLE,09>,TOPE SUSPENSION FIAT LINEA (09...),51798539,24 x 77,https://serratsrl.com.ar/wp-content/uploads/2024/07/TOPES-ESCALA-REDUCIDA-ILLUS_TOPE-40119-Escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-40119/,SERRAT,Código: 40119,SUSPENSIÓN,,24,77,DELANTERA,,
40120,FUELLE,,TOPE SUSPENSION MITSUBISHI L200/L300,MB185978,70 x 60,https://serratsrl.com.ar/wp-content/uploads/2024/07/TOPES-ESCALA-REDUCIDA-ILLUS_TOPE-40120-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-40120/,SERRAT,Código: 40120,SUSPENSIÓN,,70,60,DELANTERA,,
40121,FUELLE,,TOPE SUSPENSION FIAT STRADA (…08),46538993,155 x 118,https://serratsrl.com.ar/wp-content/uploads/2024/07/40121-1.jpg,https://serratsrl.com.ar/producto/codigo-40121/,SERRAT,Código: 40121,SUSPENSIÓN,,155,118,TRASERA,,
40122,FUELLE,93>95,TOPE SUSPENSION PEUGEOT PARTNER (98…) / CITROEN BERLINGO (98....) - XM (93-95) - XSARA (...12),516663,55 x 80,https://serratsrl.com.ar/wp-content/uploads/2024/07/TOPES-ESCALA-REDUCIDA-ILLUS_TOPE-40122-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-40122/,SERRAT,Código: 40122,SUSPENSIÓN,,55,80,TRASERA,,
40123,FUELLE,13>,TOPE SUSPENSION RENAULT MASTER III (13…),552406838R,28 x 156,https://serratsrl.com.ar/wp-content/uploads/2024/07/TOPES-ESCALA-REDUCIDA-ILLUS_TOPE-40123-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-40123/,SERRAT,Código: 40123,SUSPENSIÓN,,28,156,TRASERA,,
40124,FUELLE,10>,TOPE SUSPENSION FIAT DOBLO (10…) - FIORINO (10…) - QUBO (08...),46817717,25 x 23 x 136,https://serratsrl.com.ar/wp-content/uploads/2024/07/TOPES-ESCALA-REDUCIDA-ILLUS_TOPE-40124-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-40124/,SERRAT,Código: 40124,SUSPENSIÓN,25,23,136,TRASERA,,
40125,FUELLE,09>,TOPE SUSPENSION CAPTIVA (09…),,23 x 25 x 74,https://serratsrl.com.ar/wp-content/uploads/2024/07/TOPES-ESCALA-REDUCIDA-ILLUS_TOPE-40125-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-40125/,SERRAT,Código: 40125,SUSPENSIÓN,23,25,74,TRASERA,,
40126,FUELLE,09>,TOPE SUSPENSION FIAT STRADA ASVENTURE(08..) - STRADA LOCKER (09…),51802223,24 x 175 x 140,https://serratsrl.com.ar/wp-content/uploads/2024/07/TOPES-ESCALA-REDUCIDA-ILLUS_TOPE-40126-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-40126/,SERRAT,Código: 40126,SUSPENSIÓN,24,175,140,TRASERA,,
40127,FUELLE,12>,TOPE SUSPENSION CITROEN C3(12…) PEUGEOT 208 (13…),,49 x 110,https://serratsrl.com.ar/wp-content/uploads/2024/07/TOPES-ESCALA-REDUCIDA-ILLUS_TOPE-40127-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-40127/,SERRAT,Código: 40127,SUSPENSIÓN,,49,110,TRASERA,,
40128,FUELLE,12>,TOPE SUSPENSION CITROEN C3 AIRCROSS (12…),,50 x 118,https://serratsrl.com.ar/wp-content/uploads/2024/07/TOPES-ESCALA-REDUCIDA-ILLUS_TOPE-40128-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-40128/,SERRAT,Código: 40128,SUSPENSIÓN,,50,118,TRASERA,,
40129,FUELLE,,TOPE SUSPENSION FIAT 500,K05168126AA,61 x 130,https://serratsrl.com.ar/wp-content/uploads/2024/07/TOPES-ESCALA-REDUCIDA-ILLUS_TOPE-40129-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-40129/,SERRAT,Código: 40129,SUSPENSIÓN,,61,130,TRASERA,,
40130,FUELLE,13>,TOPE SUSPENSION PEUGEOT 208 (13...) / CITROEN C3 (13...),9807902180,38 x 101,https://serratsrl.com.ar/wp-content/uploads/2024/07/40130.jpg,https://serratsrl.com.ar/producto/codigo-40130/,SERRAT,Código: 40130,SUSPENSIÓN,,38,101,TRASERA,,
40131,FUELLE,12>,TOPE SUSP. TRASERO VOLKWAGEN AMAROK (12...),,8 x 15,https://serratsrl.com.ar/wp-content/uploads/2025/05/40131-1.jpeg,https://serratsrl.com.ar/producto/auto-draft-11/,SERRAT,Código: 40131,SUSPENSIÓN,,8,15,TRASERO,,
40132,FUELLE,11>,TOPE SUSPENSION CHERY TIGGO (11...),,,https://serratsrl.com.ar/wp-content/uploads/2025/05/40132-1.jpeg,https://serratsrl.com.ar/producto/auto-draft-12/,SERRAT,Código: 40132,SUSPENSIÓN,,,,TRASERO,,
40133,FUELLE,11>,TOPES SUSP. CHERY QQ (11…),,,https://serratsrl.com.ar/wp-content/uploads/2025/05/40133-2.jpeg,https://serratsrl.com.ar/producto/auto-draft-14/,SERRAT,Código: 40133,SUSPENSIÓN,,,,TRASERO,,
32001,FUELLE,96>,KIT DE SUSPENSION CITROEN JUMPER (96…) - FIAT DUCATO (92…) - PEUGEOT BOXER ( 95...) | 1320303080 / 1313381080,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32001-1-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32001/,SERRAT,Código: 32001,SUSPENSIÓN,,,,DELANTERA,,
32002,FUELLE,93>95,KIT DE SUSPENSION CITROEN BERLINGO (98…) - XSARA (…12) - XM (93-95) -AX (93-95) - XANTIA (96-01) - ZX (93-99) / PEUGEOT 205 (90-00) -306 (99-03) -405 (96-03) -PARTNER (98…) | 503326 / 525413,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32002-1-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32002/,SERRAT,Código: 32002,SUSPENSIÓN,,,,DELANTERA,,
32003,FUELLE,82>98,KIT DE SUSPENSION DEL. CHEVROLET MONZA (82-98) - ASTRA (95-97) | 52257169 / 90125125,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32003-1-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32003/,SERRAT,Código: 32003,SUSPENSIÓN,,,,DELANTERA,,
32004,FUELLE,94>,KIT DE SUSPENSION CHEVROLET CORSA CLASSIC (94…) | 90222270 / 90222170,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32004-1-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32004-2/,SERRAT,Código: 32004,SUSPENSIÓN,,,,DELANTERA,,
32005,FUELLE,94>,KIT DE SUSPENSION CHEVROLET CORSA CLASSIC - PICK UP - TIGRA (94…) | 90289542 / 90222170,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32005-1-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32005/,SERRAT,Código: 32005,SUSPENSIÓN,,,,DELANTERA,,
32006,FUELLE,02>11,KIT DE SUSPENSION TRAS. CHEVROLET CORSA - CORSA 2 (02-11) - (94…) - | (TODOS LOS MODELOS) | 90222644 / 90223012,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32006-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32006/,SERRAT,Código: 32006,SUSPENSIÓN,,,,TRASERA,,
32007,FUELLE,02>11,KIT DE SUSPENSION DEL. CHEVROLET CORSA 2 (02-11) - AGILE (09...) - (CON LOCALIZADOR) | 93325571 / 90468618,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32007-2-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32007/,SERRAT,Código: 32007,SUSPENSIÓN,,,,DELANTERA,,
32008,FUELLE,97>,KIT DE SUSPENSION FIAT PALIO (97…) - SIENA (97…) - STRADA (99…) - IDEA (05…) - DOBLO (10…) | 46464298 / 46466619,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/FUELLE-SUSPENSION_Suspension-32008-escala-reducida-100.jpg,https://serratsrl.com.ar/producto/codigo-32008/,SERRAT,Código: 32008,SUSPENSIÓN,,,,DELANTERA,,
32009,FUELLE,97>,KIT DE SUSPENSION FIAT PALIO (97…) - SIENA (97…) - STRADA (99…) - IDEA (05…) -DOBLO (10…) - (TOPE CON CAZOLETA) | 46464298 /46466619,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32009-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32009/,SERRAT,Código: 32009,SUSPENSIÓN,,,,DELANTERA,,
32010,FUELLE,97>,KIT DE SUSP. TRAS. FIAT PALIO (97…) - SIENA (97…) - STRADA (99…) - IDEA (05…) - DOBLO (10…) - STRADA (99...) | 46466617 / 46466618,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32010-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32010/,SERRAT,Código: 32010,SUSPENSIÓN,,,,TRASERA,,
32011,FUELLE,97>,KIT DE SUSP. TRAS. FIAT PALIO (97…) - SIENA (97…) - STRADA (99…) - IDEA (05…) - DOBLO (10…) - STRADA (99...) - (TOPE CON CAZOLETA) | 46466617 / 46466618,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32011-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32011/,SERRAT,Código: 32011,SUSPENSIÓN,,,,TRASERA,,
32012,FUELLE,92>98,KIT DE SUSPENSION FIAT TEMPRA (92-98) | 77100260 /7710176,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32012-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32012/,SERRAT,Código: 32012,SUSPENSIÓN,,,,DELANTERA,,
32013,FUELLE,92>98,KIT DE SUSPENSION FIAT TEMPRA 2.0 16V (92-98) | 4523098 / 7734936,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32013-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32013/,SERRAT,Código: 32013,SUSPENSIÓN,,,,TRASERA,,
32014,FUELLE,92>98,KIT DE SUSPENSION FIAT TIPO (92-98) | 7588036 / 7588037,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32014-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32014/,SERRAT,Código: 32014,SUSPENSIÓN,,,,DELANTERA,,
32015,FUELLE,03>11,KIT DE SUSPENSION FIAT STILO (03-11),46836390,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32015-1-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32015/,SERRAT,Código: 32015,SUSPENSIÓN,,,,DELANTERA,,
32016,FUELLE,03>11,KIT DE SUSPENSION FIAT STILO (03-11) - | (CON CAZOLETA),46836835,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32016-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32016/,SERRAT,Código: 32016,SUSPENSIÓN,,,,TRASERA,,
32017,FUELLE,97>11,KIT DE SUSPENSION FORD COURRIER (97-11)- KA 1.0 (97-14) | 97FB3025CA / 95AB3K036AD,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32017-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32017/,SERRAT,Código: 32017,SUSPENSIÓN,,,,DELANTERA,,
32018,FUELLE,94>03,KIT DE SUSPENSION FORD ESCORT (94-03) - ORION (93-97) / VOLKSWAGEN POINTER (94-97) | 547412131A / 547412135,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32018-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32018/,SERRAT,Código: 32018,SUSPENSIÓN,,,,DELANTERA,,
32019,FUELLE,94>,KIT DE SUSPENSION FORD ESCORT (94...) | 547512131A / 321513425,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32019-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32019/,SERRAT,Código: 32019,SUSPENSIÓN,,,,TRASERA,,
32020,FUELLE,96>,KIT DE SUSPENSION FORD ESCORT (96…) | 95AB3K036AD / 84AU3025A,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32020-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32020/,SERRAT,Código: 32020,SUSPENSIÓN,,,,DELANTERA,,
32021,FUELLE,97>,KIT DE SUSPENSION FORD ESCORT (97…) | 547512131A / 96FB5K962AA,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32021-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32021/,SERRAT,Código: 32021,SUSPENSIÓN,,,,TRASERA,,
32022,FUELLE,97>14,KIT DE SUSPENSION FORD FIESTA (01...) - KA 1.3 (97-14) Y 1.6 (99-01) | 97FU3025AA / 95AB3K036AD,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32022-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32022/,SERRAT,Código: 32022,SUSPENSIÓN,,,,DELANTERA,,
32023,FUELLE,99>12,KIT DE SUSPENSION FORD FOCUS (99-12) | 98AG3025AA / 96AG3K036AD,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32023-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32023/,SERRAT,Código: 32023,SUSPENSIÓN,,,,DELANTERA,,
32024,FUELLE,99>12,KIT DE SUSPENSION FORD FOCUS (99-12) - KA (97-14) | 96FB5K570AE / 377513425A,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32024-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32024/,SERRAT,Código: 32024,SUSPENSIÓN,,,,TRASERA,,
32025,FUELLE,01>,KIT DE SUSPENSION FORD KA (01…) | 1S553025AA / YS613K036AA,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32025-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32025/,SERRAT,Código: 32025,SUSPENSIÓN,,,,DELANTERA,,
32026,FUELLE,03>,KIT DE SUSPENSION FORD ECOSPORT (03…) - FIESTA (02…) - | (CON COZOLETA) | 2S653025BF / 2S653K036AB,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32026-1-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32026/,SERRAT,Código: 32026,SUSPENSIÓN,,,,DELANTERA,,
32028,FUELLE,95>03,KIT DE SUSPENSION PEUGEOT 106 (95-03) | 503336 / 525418,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32028-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32028/,SERRAT,Código: 32028,SUSPENSIÓN,,,,DELANTERA,,
32029,FUELLE,90>00,KIT DE SUSPENSION PEUGEOT 205 GTI (90-00) | 503336 / 525413,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32029-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32029/,SERRAT,Código: 32029,SUSPENSIÓN,,,,DELANTERA,,
32030,FUELLE,99>13,KIT DE SUSPENSION PEUGEOT 206 (99-13) - 207 (08…) - 208 (13…) - 301 (16…) - 2008 (16...) / CITROEN - C-ELYSSE (16…) | 503358 / 525429,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32030-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32030/,SERRAT,Código: 32030,SUSPENSIÓN,,,,DELANTERA,,
32031,FUELLE,01>12,KIT DE SUSPENSION PEUGEOT 307 (01-12) - 308 (09…) - 3008 (10…) | 503370 / 525431,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32031-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32031/,SERRAT,Código: 32031,SUSPENSIÓN,,,,DELANTERA,,
32032,FUELLE,96>05,KIT DE SUSPENSION PEUGEOT 406 (96-05)- 605 (92-00) - 408 (10..) | 503340 / 525413,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32032-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32032/,SERRAT,Código: 32032,SUSPENSIÓN,,,,DELANTERA,,
32033,FUELLE,02>,KIT DE SUSPENSION VOLKSWAGEN FOX -CROSSFOX - SURAN ( 04…) - POLO (02...) | 6Q0512131B / 1J0513425A,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32033-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32033/,SERRAT,Código: 32033,SUSPENSIÓN,,,,TRASERA,,
32034,FUELLE,90>92,KIT DE SUSPENSION VOLKSWAGEN CARAT (90-92) -GACEL (85-94) - GOL(…01) -GOL COUNTRY (…01) - SAVEIRO (90…) -SENDA (89-97) - VOYAGE (08…) | 377412131A / 307412135A,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32034-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32034/,SERRAT,Código: 32034,SUSPENSIÓN,,,,DELANTERA,,
32035,FUELLE,95>02,KIT DE SUSPENSION VOLKSWAGEN GOL (95-02) -QUANTUM (95…)-SANTANA (03-07) - SAVEIRO (96...) - VOYAGE (08…) | 3255121311 / 307513425,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32035-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32035/,SERRAT,Código: 32035,SUSPENSIÓN,,,,TRASERA,,
32036,FUELLE,00>14,KIT DE SUSPENSION VOLKSWAGEN BORA (00-14)- PASSAT (...97) - VIRTUS (17...) - NIVUS (20...) - T-CROSS 20... | 357412303F / 357413175A,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32036-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32036/,SERRAT,Código: 32036,SUSPENSIÓN,,,,DELANTERA,,
32037,FUELLE,00>14,KIT DE SUSPENSION VOLKSWAGEN BORA (00-14) | 1J0512131B / 1J0513425A,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32037-1-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32037/,SERRAT,Código: 32037,SUSPENSIÓN,,,,TRASERA,,
32038,FUELLE,04>,KIT DE SUSPENSION VOLKSWAGEN FOX - CROSSFOX - SURAN (04…) - POLO (03...) | 6Q0412301 / 6N0413175A,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32038-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32038/,SERRAT,Código: 32038,SUSPENSIÓN,,,,DELANTERA,,
32039,FUELLE,02>,KIT DE SUSPENSION VOLKSWAGEN GOL (02…) - GOL COUNTRY (02…) - SAVEIRO (01…) - VOYAGE (08…) | 377412131A / 377413175,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32039-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32039/,SERRAT,Código: 32039,SUSPENSIÓN,,,,DELANTERA,,
32040,FUELLE,92>98,KIT DE SUSPENSION FIAT TEMPRA 8V (92-98) | 7734936 / 5000694,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32040-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32040/,SERRAT,Código: 32040,SUSPENSIÓN,,,,TRASERA,,
32041,FUELLE,98>00,KIT DE SUSPENSION CHEVROLET MONZA (…89) - ASTRA (98-00) - KADETT (91-97) | 90125125 / 90125889,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32041-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32041/,SERRAT,Código: 32041,SUSPENSIÓN,,,,DELANTERA,,
32042,FUELLE,01>,KIT DE SUSPENSION VOLKSWAGEN SAVEIRO (01…) - | (CON CAZOLETA) | 37513425 / 377512137,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32042-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32042/,SERRAT,Código: 32042,SUSPENSIÓN,,,,TRASERA,,
32043,FUELLE,14>,KIT DE SUSPENSION VOLKSWAGEN GOLF (...99) - UP (14…) - NIVUS (20…) - T CROSS (20..) | 1H0412303B / 357413175A,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32043-1-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32043/,SERRAT,Código: 32043,SUSPENSIÓN,,,,DELANTERA,,
32044,FUELLE,94>99,KIT DE SUSPENSION VOLKSWAGEN GOLF (94-99) | 191512131B / 191513425,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32044-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32044/,SERRAT,Código: 32044,SUSPENSIÓN,,,,TRASERA,,
32045,FUELLE,94>99,KIT DE SUSPENSION VOLKSWAGEN GOLF (94-99) | 357413175 / 1H0412303B,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32045-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32045/,SERRAT,Código: 32045,SUSPENSIÓN,,,,DELANTERA,,
32046,FUELLE,95>11,KIT DE SUSPENSION VOLKSWAGEN POLO (00.02) / SEAT IBIZA (95-11)-CORDOBA (95-10) - TOLEDO (94-10) - INCA (98-13) | 6N0412301 / 6N0413175A,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32038-1-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32046/,SERRAT,Código: 32046,SUSPENSIÓN,,,,DELANTERA,,
32047,FUELLE,00>,KIT DE SUSP. TRAS. VOLKSWAGEN GOLF (00...) - TIGUAN (08...) / AUDI A3 -A4 | 1J0512131 / 1J0513425A,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32047-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32047/,SERRAT,Código: 32047,SUSPENSIÓN,,,,TRASERA,,
32048,FUELLE,01>,KIT DE SUSPENSION VOLKSWAGEN SAVEIRO (01…) | 377512137 / 307513425,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32048-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32048/,SERRAT,Código: 32048,SUSPENSIÓN,,,,TRASERA,,
32049,FUELLE,03>,KIT DE SUSPENSION VOLKSWAGEN GOL (03...) -GOL COUNTRY (02…) VOYAGE (08…) - | (CON CAZOLETA) | 377513425A / 377512137,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32049-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32049/,SERRAT,Código: 32049,SUSPENSIÓN,,,,TRASERA,,
32050,FUELLE,93>97,KIT DE SUSPENSION FORD ORION (93-97) / VOLKSWAGEN POINTER (94-97) | 547512131A / 377513425A,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32050-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32050/,SERRAT,Código: 32050,SUSPENSIÓN,,,,TRASERA,,
32051,FUELLE,96>09,KIT DE SUSPENSION VOLKSWAGEN CADDY (96-09) - POLO (96-99) / SEAT IBIZA (95-11) - INCA (98-13)- CORDOBA (95-10) - TOLEDO ( 94-10) | 1H0412303 / 1H0413175,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32051-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32051/,SERRAT,Código: 32051,SUSPENSIÓN,,,,DELANTERA,,
32052,FUELLE,96>09,KIT DE SUSPENSION VOLKSWAGEN CADDY (96-09) - POLO (96-99) / SEAT IBIZA (95-11) - INCA (98-13)- CORDOBA (95-10) - TOLEDO ( 94-10) | 6N0512131A / 6N0513425A,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32052-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32052/,SERRAT,Código: 32052,SUSPENSIÓN,,,,TRASERA,,
32053,FUELLE,91>00,KIT DE SUSPENSION VOLKSWAGEN QUANTUM (91-00) - SANTANA (03-07) | 377412131 / 307412135A,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32053-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32053/,SERRAT,Código: 32053,SUSPENSIÓN,,,,DELANTERA,,
32054,FUELLE,90>92,KIT DE SUSPENSION VOLKSWAGEN CARAT (90-92)-GACEL (85-94)-GOL (…94) - SAVEIRO (90-95) - SENDA (89-97) - VOYAGE(08…) -GOL COUNTRY (…01) | 305512131 / 3055134251,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32054-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32054/,SERRAT,Código: 32054,SUSPENSIÓN,,,,TRASERA,,
32055,FUELLE,91>,KIT DE SUSPENSION BMW SERIE 3 (91…) | 1137932 / 1124449,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32055-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32055/,SERRAT,Código: 32055,SUSPENSIÓN,,,,DELANTERA,,
32056,FUELLE,91>,KIT DE SUSPENSION BMW SERIE 3 (91…) | 1136395 / 1136283AIS,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32056-kit-40076-tope-ya-esta-10961-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32056/,SERRAT,Código: 32056,SUSPENSIÓN,,,,TRASERA,,
32057,FUELLE,,KIT DE SUSPENSION VOLKSWAGEN GOL COUNTRY (…02) | 549512131A / 377513425A,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32057-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32057/,SERRAT,Código: 32057,SUSPENSIÓN,,,,TRASERA,,
32058,FUELLE,03>,KIT DE SUSPENSION VOLKSWAGEN GOL (03…) - GOL COUNTRY (02…) - VOYAGE (08…) | 377512137 / 377513425A,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32058-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32058/,SERRAT,Código: 32058,SUSPENSIÓN,,,,TRASERA,,
32059,FUELLE,03>,KIT DE SUSPENSION FORD ECOSPORT (03…) - FIESTA (02…) | 2S655K570AC / 96FB5K962AA,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32059-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32059/,SERRAT,Código: 32059,SUSPENSIÓN,,,,TRASERA,,
32060,FUELLE,94>12,KIT DE SUSPENSION FORD MONDEO (94-12) | 97BG3025AA / 95AB3K036AD,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32060-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32060/,SERRAT,Código: 32060,SUSPENSIÓN,,,,DELANTERA,,
32061,FUELLE,00>,KIT DE SUSPENSION AUDI A3 / A4 - VOLKWAGEN GOLF (00…) -TIGUAN (08...) | 357413175A / 1J0412303,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32061-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32061/,SERRAT,Código: 32061,SUSPENSIÓN,,,,DELANTERA,,
32062,FUELLE,95>01,KIT DE SUSPENSION FIAT DUNA (95-01) - FIORINO (87…) - UNO (93…) | 7521937 / 7511994,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32062-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32062/,SERRAT,Código: 32062,SUSPENSIÓN,,,,DELANTERA,,
32063,FUELLE,87>95,KIT DE SUSPENSION FIAT DUNA (87-95) - UNO 1.5 (93…) | 7511231 / 7511994,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32063-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32063/,SERRAT,Código: 32063,SUSPENSIÓN,,,,DELANTERA,,
32064,FUELLE,87>95,KIT DE SUSPENSION FIAT DUNA (87-95) - FIORINO (87…) - UNO (…92) | 7559045 / 7544834,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/32064-rotated.jpg,https://serratsrl.com.ar/producto/codigo-32064/,SERRAT,Código: 32064,SUSPENSIÓN,,,,DELANTERA,,
