codigo,producto,ficha_anio,ficha_info,ficha_oem,ficha_medidas,imagen_producto,url_ficha,fuente,titulo,categoria,boca_chica,boca_grande,largo,posicion,lado,dimensiones
11240,FUELLE,,RETEN PINON CREMALLERA PEUGEOT 404 - 504,,24 x 8,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11240-escala-reducida-1.jpg,https://serratsrl.com.ar/producto/codigo-11240/,SERRAT,Código: 11240,DIRECCIÓN,,24,8,RETEN PIÑÓN,,
11250,FUELLE,,FUELLE DIRECCION CITROEN 2CV - 3CV - AMI 8 - MEHARI - (MECANICA),,11 x 26 x 143,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11250-escala-reducida-1.jpg,https://serratsrl.com.ar/producto/codigo-11250/,SERRAT,Código: 11250,DIRECCIÓN,11,26,143,CAJA,IZQ,
11260,FUELLE,,FUELLE DIRECCION CITROEN 2CV - 3CV - AMI 8 - MEHARI - (MECANICA),,11 x 26 x 115,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11260-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11260/,SERRAT,Código: 11260,DIRECCIÓN,11,26,115,CAJA,DER,
11270,FUELLE,92>96,FUELLE DIRECCION FIAT DUCATO (92-96) / PEUGEOT BOXER (95-97) - (MECANICA) | 406618 / 47500000380,,13 x 40 x 215,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11270-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11270/,SERRAT,Código: 11270,DIRECCIÓN,13,40,215,CAJA,DER,
11280,FUELLE,92>96,FUELLE DIRECCION FIAT DUCATO (92-96) / PEUGEOT BOXER (95-97) - (MECANICA) | 406619 / 47500000280,,11 x 47 x 148,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11280-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11280/,SERRAT,Código: 11280,DIRECCIÓN,11,47,148,CAJA,IZQ,
11290,FUELLE,,RETEN PIÑON CREMALLERA PEUGEOT 205- PARTNER/ CITROEN BERLINGO - C15,,11 x 26 x 115,https://serratsrl.com.ar/wp-content/uploads/2024/07/11290-1.jpg,https://serratsrl.com.ar/producto/codigo-11290/,SERRAT,Código: 11290,DIRECCIÓN,11,26,115,RETEN PIÑÓN,,
11295,FUELLE,,RETEN PIÑON FIAT DUCATO/ PEUGEOT BOXER,,18 x 34 x 8,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11295-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11295/,SERRAT,Código: 11295,DIRECCIÓN,18,34,8,RETEN PIÑÓN,,
11300,FUELLE,82>92,MANCHON PEUGEOT 404 - TODOS/ 504 - TODOS (…82) / RENAULT R4 - 4L - R6 C/CRUCETAS - R6 C/HOMOCINETICA (82-92) - R12 C/TRICETA 4 VEL. GTS - L-TS-BREAK (…81) - R12 C/HOMCINETICA 4 VEL. (82-86) -R12 C/HOMOCINETICA 5 VEL. (87-95) / V.W. 1500 | 7704002058 / 404006,,8 x 49 x 75,https://serratsrl.com.ar/wp-content/uploads/2024/07/11300-2.jpg,https://serratsrl.com.ar/producto/codigo-11300/,SERRAT,Código: 11300,DIRECCIÓN,8,49,75,DIRECCION,,
11305,FUELLE,82>92,MANCHON PEUGEOT 404 - 504 (…82) / RENAULT R4 - 4L - R6 C/CRUCETAS - R6 C/HOMOCINETICA (82-92) -R12 C/TRICETA 4 VEL.(…81) - R12 C/HOMCINETICA 4 VEL. (82-86) - R12 C/HOMOCINETICA 5 VEL. (87-95)/ V.W. 1500 (CON REFUERZO DE TELA) | 7704002058 / 404006,,8 x 49 x 75,https://serratsrl.com.ar/wp-content/uploads/2024/07/11305-31305.jpg,https://serratsrl.com.ar/producto/codigo-11305/,SERRAT,Código: 11305,DIRECCIÓN,8,49,75,DIRECCION,,
11310,FUELLE,83>00,MANCHON PEUGEOT 504 (83-00) - 505 (82-95) - | (C/REFUERZO METALICO),404008,8 x 48 x 75,https://serratsrl.com.ar/wp-content/uploads/2024/07/11310-2.jpg,https://serratsrl.com.ar/producto/codigo-11310/,SERRAT,Código: 11310,DIRECCIÓN,8,48,75,DIRECCION,,
11315,FUELLE,90>93,CAPUCHON PRECAP CITROEN BERLINGO (02…) - BX (90-93) - PICASSO (01…) - XANTIA: (93-01) - XM(93-95) - XSARA (98…) / PEUGEOT 306 (99-03) - 605 (92-00) - EXPERT (98…) - PARTNER (98…),406631,11 x 35 x 49,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11315-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11315/,SERRAT,Código: 11315,DIRECCIÓN,11,35,49,PRECAP,,
11316,FUELLE,98>01,CAPUCHON PRECAP CITROEN BERLINGO (98-01) - C15 (92…) - ZX (93-99) -AX (93-95) - ZX (93-99) / PEUGEOT 205 (92-00) - 306 - 405 (96-03) - 504 (83-00) - 505 (82-95),406616,11 x 39 x 87,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11316-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-31316/,SERRAT,Código: 11316,DIRECCIÓN,11,39,87,PRECAP,,
11320,FUELLE,90>93,FUELLE DIRECCION CITROEN BERLINGO (02…) - BX (90-93) - PICASSO (01…) XANTIA (93-01) - XM (93-95) - XSARA (98…) / PEUGEOT 306 (99-03) - 605 (92-00) - EXPERT (99…) - PARTNER (98…) | 446629 / 95495914,,12 x 49 x 200,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11320-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11320/,SERRAT,Código: 11320,DIRECCIÓN,12,49,200,CAJA,,
11330,FUELLE,90>93,FUELLE DIRECCION CITROEN BERLINGO (02…) - BX (90-93) - PICASSO (01…) - XANTIA (93-01) - XM (93-95) - XSARA (98…) / PEUGEOT 306 (99-03) - 605 (92-00) - EXPERT (99…) - PARTNER (98…) | 446630 / 95639173,,48 x 47 x 119,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11330-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11330/,SERRAT,Código: 11330,DIRECCIÓN,48,47,119,CAJA,DER,
11335,FUELLE,05>11,FUELLE DIRECCION PEUGEOT 206 (99…) - 207 (08…) - 308 (09…) - 407 (05-11) - 406 (96-05) - 307 (01-12) - 3008 (10…) - 408 (10..) / CITROEN C3 (03…) -C4 (07…) - C5 (02-09) - (HIDRAULICA),406657,19 x 61 x 180,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11335-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11335/,SERRAT,Código: 11335,DIRECCIÓN,19,61,180,CAJA,IZQ/DER,
11340,FUELLE,92>02,FUELLE DIRECCION CITROEN JUMPER (99…) / FIAT DUCATO (97…) / PEUGEOT 806 (92-02) - BOXER (98-01) / NISSAN FRONTIER (15…) - MURANO / MERECEDEZ BENZ SPRINTER - (HIDRAULICA -MECANICA) | 9943623 / 406641,,15 x 54 x 274,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11340-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11340/,SERRAT,Código: 11340,DIRECCIÓN,15,54,274,CAJA,IZQ/DER,
11350,FUELLE,94>,FUELLE DIRECCION CHEVROLET CORSA (94...) - CORSA 2 (02...) - (MECANICA),902826,13 x 47 x 167,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11350-escala-reducida-1.jpg,https://serratsrl.com.ar/producto/codigo-11350/,SERRAT,Código: 11350,DIRECCIÓN,13,47,167,CAJA,IZQ/DER,
11370,FUELLE,,BUJE FIAT PALIO - SIENA,,26 x 58,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11370-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11370/,SERRAT,Código: 11370,DIRECCIÓN,,26,58,BUJE,,
11371,FUELLE,,BUJE CHEVROLET MERIVA,,19 x 29 x 56,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11371-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11371/,SERRAT,Código: 11371,DIRECCIÓN,19,29,56,BUJE,,
11372,FUELLE,,BUJE FORD FIESTA,,16 x 16 x 24,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11372-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11372/,SERRAT,Código: 11372,DIRECCIÓN,16,16,24,BUJE,,
11380,FUELLE,94>02,FUELLE DIR. CHEVROLET CORSA (94-02) - CORSA II (02-11) - (HIDRAULICA),26032286,11 x 50 x 173,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11380-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11380/,SERRAT,Código: 11380,DIRECCIÓN,11,50,173,CAJA,IZQ/DER,
11381,FUELLE,94>04,FUELLE DIR. FORD FIESTA (94-04) - FOCUS (90..) - KA (99…) - MONDEO (94…) - S MAX (06-15) - (HIDRAULICA),XS6C3K661AA,15 x 57 x 187,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11381escala-reducida-1.jpg,https://serratsrl.com.ar/producto/codigo-11381/,SERRAT,Código: 11381,DIRECCIÓN,15,57,187,CAJA,IZQ/DER,
31000,FUELLE,73>89,KIT DE DIRECCION V.W. 1500 (73-89) - (MECANICA),75061261N,17 x 42 x 174,https://serratsrl.com.ar/wp-content/uploads/2024/07/31000.jpg,https://serratsrl.com.ar/producto/codigo-31000/,SERRAT,Código: 31000,DIRECCIÓN,17,42,174,CAJA,IZQ,
31001,FUELLE,02>,KIT DE DIRECCION TOYOTA HILUX (02...) - 4RUNNER (96...) - (HIDRAULICA),455360K010,15 x 52 x 220,https://serratsrl.com.ar/wp-content/uploads/2024/07/31001.jpg,https://serratsrl.com.ar/producto/codigo-31001/,SERRAT,Código: 31001,DIRECCIÓN,15,52,220,CAJA,DER,
31002,FUELLE,12>17,FUELLE DIRECCION TOYOTA HILUX (02...) - 4RUNNER (96...) - (IZQUIERDO) / FORD RANGER (12-17) - KUGA (10…) / RENAULT MEGANE II/III (10…) - (DER-IZQ) - (HIDRAULICA),4553SOK010,15 x 51 x 195,https://serratsrl.com.ar/wp-content/uploads/2024/07/31002.jpg,https://serratsrl.com.ar/producto/codigo-31002/,SERRAT,Código: 31002,DIRECCIÓN,15,51,195,CAJA,IZQ,
31003,FUELLE,02>,KIT DIR. TOYOTA COROLLA (02...) - RAV4 (94...) - (HIDRAULICA) - (IZQ - DER),4553513010,14 x 51 x 176,https://serratsrl.com.ar/wp-content/uploads/2024/07/31003.jpg,https://serratsrl.com.ar/producto/codigo-31003/,SERRAT,Código: 31003,DIRECCIÓN,14,51,176,CAJA,IZQ/DER,
31004,FUELLE,98>02,KIT DE DIRECCION TOYOTA HILUX SW4 (98-02) - (DERECHO) - (HIDRAULICA),4553535030,29 x 57 x 195,https://serratsrl.com.ar/wp-content/uploads/2024/07/31004.jpg,https://serratsrl.com.ar/producto/codigo-31004/,SERRAT,Código: 31004,DIRECCIÓN,29,57,195,CAJA,IZQ/DER,
31005,FUELLE,03>09,KIT DE DIRECCION HONDA NEW CIVIC (10…) FIT (03-09) - (HIDRAULICA),53534-SEL-003,12 x 48 x 170,https://serratsrl.com.ar/wp-content/uploads/2024/07/31005.jpg,https://serratsrl.com.ar/producto/codigo-31005/,SERRAT,Código: 31005,DIRECCIÓN,12,48,170,CAJA,IZQ/DER,
31006,FUELLE,09>,KIT DE DIRECCION CHEVROLET AGILE (09…) - AVEO (08…) - SPARK (08…) - COBALT (13…) - ONIX (13…) - PRISMA (11…) - SONIC (12…) - SPIN (12…) - CRUZE (10…) - TRACKER (13…) - S10 (02...) / CITROEN C3 (03...) - C-ELYSSE (16…) / NISSAN MARCH (12…) - NOTE (15…) - VERSA (13...) / PEUGEOT 208 (13...) - 301 (16...) 2008 (16...) / RENAULT KWID (18...) - (HIDRAULICA),1540025,13 x 50 x 195,https://serratsrl.com.ar/wp-content/uploads/2024/07/31005-2.jpg,https://serratsrl.com.ar/producto/codigo-31006/,SERRAT,Código: 31006,DIRECCIÓN,13,50,195,CAJA,IZQ/DER,
31007,FUELLE,03>13,KIT DE DIRECCION CHEVROLET ASTRA (96...) - MERIVA (03-13) - VECTRA (94…) - ZAFIRA (01-11) - CAPTIVA (96...) - (HIDRAULICA),1562008,14 x 46 x 180,https://serratsrl.com.ar/wp-content/uploads/2024/07/31007.jpg,https://serratsrl.com.ar/producto/codigo-31007/,SERRAT,Código: 31007,DIRECCIÓN,14,46,180,CAJA,IZQ/DER,
31008,FUELLE,09>14,KIT DE DIRECCION RENAULT SANDERO I/II (07…) - SYMBOL (07…) - LOGAN I/II (07…) - KOLEOS (09-14) - FLUENCE (10…) / NISSAN SENTRA (91…) - TIIDA (07-14) - X TRAIL (14...) - | (HIDRAULICA),8D041831K,21 x 66 x 243,https://serratsrl.com.ar/wp-content/uploads/2024/07/31008.jpg,https://serratsrl.com.ar/producto/codigo-31008/,SERRAT,Código: 31008,DIRECCIÓN,21,66,243,CAJA,IZQ/DER,
31009,FUELLE,95>,KIT DE DIRECCION V.W. PASSAT (95…),8D041831K,21 x 66 x 243,https://serratsrl.com.ar/wp-content/uploads/2024/07/31009.jpg,https://serratsrl.com.ar/producto/codigo-31009/,SERRAT,Código: 31009,DIRECCIÓN,21,66,243,CAJA,IZQ/DER,
31010,FUELLE,73>89,KIT DE DIRECCION V.W. 1500 (73-89) - (MECANICA),75061261,18 x 37 x 195,https://serratsrl.com.ar/wp-content/uploads/2024/07/31010.jpg,https://serratsrl.com.ar/producto/codigo-31010/,SERRAT,Código: 31010,DIRECCIÓN,18,37,195,CAJA,DER,
31011,FUELLE,10>,KIT DE | DIRECCION VW. AMAROK (10…) - (HIDRAULICA),7L0422831A,17 x 71 x 196,https://serratsrl.com.ar/wp-content/uploads/2024/07/31011.jpg,https://serratsrl.com.ar/producto/codigo-31011/,SERRAT,Código: 31011,DIRECCIÓN,17,71,196,CAJA,IZQ/DER,
31012,FUELLE,11>,KIT DE DIRECCION RENAULT DUSTER (11…) OROCH (17…)- MASTER ( 99…) - CAPTUR (17…) - (HIDRAULICA),8201108358,14 x 61 x 190,https://serratsrl.com.ar/wp-content/uploads/2024/07/31012.jpg,https://serratsrl.com.ar/producto/codigo-31012/,SERRAT,Código: 31012,DIRECCIÓN,14,61,190,CAJA,IZQ/DER,
31013,FUELLE,11>,KIT DE DIRECCION CHEVROLET CORSA CLASSIC (11…) - (HIDRAULICA),1577302,15 x 43 x 182,https://serratsrl.com.ar/wp-content/uploads/2024/07/31013.jpg,https://serratsrl.com.ar/producto/codigo-31013/,SERRAT,Código: 31013,DIRECCIÓN,15,43,182,CAJA,IZQ/DER,
31014,FUELLE,06>15,KIT DE DIRECCION FORD FIESTA (13…) - ECOSPORT (13…) - KA (14…) - FOCUS (14…) - S MAX (06-15) / RENAULT - FLUENCE (10…) - MEGANE III (10…)/ FIAT - 500 (12…) - TORO (11...) / JEEP RENEGADE - (HIDRAULICA),A0003207,13 x 55 x 192,https://serratsrl.com.ar/wp-content/uploads/2024/07/31014.jpg,https://serratsrl.com.ar/producto/codigo-31014/,SERRAT,Código: 31014,DIRECCIÓN,13,55,192,CAJA,IZQ/DER,
31015,FUELLE,07>,KIT DE DIRECCION TOYOTA ETIOS 1.5 (13….) - YARIS (07…) / NISSAN KICKS (18…) -MARCH (12…) - NOTE (15…) - (TODOS LOS MODELOS),4553509270,15 x 55 x 177,https://serratsrl.com.ar/wp-content/uploads/2024/07/31015.jpg,https://serratsrl.com.ar/producto/codigo-31015/,SERRAT,Código: 31015,DIRECCIÓN,15,55,177,CAJA,IZQ/DER,
31016,FUELLE,99>03,KIT DE DIRECCION FORD TRANSIT (99-03) / MERCEDEZ BENZ SPRINTER 515 - (HIDRAULICA),4059921,14 x 74 x 230,https://serratsrl.com.ar/wp-content/uploads/2024/07/31016.jpg,https://serratsrl.com.ar/producto/codigo-31016/,SERRAT,Código: 31016,DIRECCIÓN,14,74,230,CAJA,IZQ/DER,
31017,FUELLE,12>,KIT DE DIRECCION HYUNDAI HB 20 (12…) - (HIDRAULICA) - | (TERMOPLASTICO),5772817000,14 x 46 x 117,https://serratsrl.com.ar/wp-content/uploads/2024/07/31017TP.jpg,https://serratsrl.com.ar/producto/codigo-31017-tp/,SERRAT,Código: 31017-TP,DIRECCIÓN,14,46,117,CAJA,IZQ/DER,
31018,FUELLE,93>99,KIT DE DIRECCION HONDA ACCORD (93-99) - PRELUDE ( 93-99) - CIVIC (00-09) - CVR (97-02) - | (HIDRAULICA) - (TERMOPLASTICO),53534-SV4/SV3-003,12 x 55 x 150,https://serratsrl.com.ar/wp-content/uploads/2024/07/31018TP.jpg,https://serratsrl.com.ar/producto/codigo-31018-tp/,SERRAT,Código: 31018-TP,DIRECCIÓN,12,55,150,CAJA,IZQ/DER,
31019,FUELLE,13>,KIT DE DIRECCION RENAULT MASTER II (13...) - (HIDRAULICA),482037616R,17 x 60 x 140,https://serratsrl.com.ar/wp-content/uploads/2024/07/31019.jpg,https://serratsrl.com.ar/producto/codigo-31019/,SERRAT,Código: 31019,DIRECCIÓN,17,60,140,CAJA,IZQ/DER,
31020,FUELLE,00>14,KIT DE DIRECCION V.W. BORA (00-14) - FOX - FOX CROSS - SURAN (04…) - GOLF (00…) - VENTO (06…) - GOL ( 91…) - VOYAGE (08…) - UP (14…) - TIGUAN (08…) -POLO 1.6 (17…) - VIRTUS 1.6 (17…) - NIVUS (20...) - T-CROSS (20...) - SHARAN (95-10) / AUDI A3-A4 - (HIDRAULICA),570423831,15 x 49 x 174,https://serratsrl.com.ar/wp-content/uploads/2024/07/31020.jpg,https://serratsrl.com.ar/producto/codigo-31020/,SERRAT,Código: 31020,DIRECCIÓN,15,49,174,CAJA,IZQ/DER,
31021,FUELLE,10>,KIT DE DIRECCION HONDA NEW CIVIC (10…) - (HIDRAULICA),IM-30045,12 x 49 x 170,https://serratsrl.com.ar/wp-content/uploads/2025/02/IMG_5173-scaled.png,https://serratsrl.com.ar/producto/codigo-31021-tp/,SERRAT,Código: 31021-TP,DIRECCIÓN,12,49,170,CAJA,IZQ/DER,
31030,FUELLE,90>92,KIT DE DIRECCION FORD GALAXY (…96) / V.W. CARAT (90-92) - GACEL (85-94) - GOL (91…) -GOL COUNTRY (97-11) - QUANTUM (91-00)- SANTANA (03-07) - SAVEIRO (90…)- SENDA (89-97) - VOYAGE (04…) - (MECANICA -HIDRAULICA),3054198311,23 x 46 x 178,https://serratsrl.com.ar/wp-content/uploads/2024/07/31030.jpg,https://serratsrl.com.ar/producto/codigo-31030/,SERRAT,Código: 31030,DIRECCIÓN,23,46,178,CAJA,DER,
31031,FUELLE,95>11,KIT DIR. SEAT IBIZA (95-11) - INCA (98-13) - CORDOBA (95-10) - TOLEDO (94-10) - VARIO (99…) / VOLKSWAGEN CADDY (98-09) - GOLF (94…) - POLO (96…) - TIGUAN (08...) / AUDI A3 - A4 (HIDRAULICA),1H0422831B,11 x 42 x 182,https://serratsrl.com.ar/wp-content/uploads/2024/07/31031.jpg,https://serratsrl.com.ar/producto/codigo-31031/,SERRAT,Código: 31031,DIRECCIÓN,11,42,182,CAJA,IZQ/DER,
31040,FUELLE,,KIT DE DIRECCION FORD SIERRA 1.6 - 2.3 (…92) - TAUNUS (…92) - (MECANICA) - (TODOS LOS MODELOS),6060787,10 x 45 x 167,https://serratsrl.com.ar/wp-content/uploads/2024/07/31040.jpg,https://serratsrl.com.ar/producto/codigo-31040/,SERRAT,Código: 31040,DIRECCIÓN,10,45,167,CAJA,IZQ,
31050,FUELLE,,KIT DE DIRECCION FORD SIERRA 1.6 - 2.3 (…92) - TAUNUS (…92) - (MECANICA) - (TODOS LOS MODELOS),6060791,11 x 26 x 206,https://serratsrl.com.ar/wp-content/uploads/2024/07/31050.jpg,https://serratsrl.com.ar/producto/codigo-31050/,SERRAT,Código: 31050,DIRECCIÓN,11,26,206,CAJA,DER,
31055,FUELLE,88>,KIT DE DIRECCION FORD ESCORT (88 …) - (MECANICA),86AU3K661AA,12 x 45 x 200,https://serratsrl.com.ar/wp-content/uploads/2024/07/31005-2-1.jpg,https://serratsrl.com.ar/producto/codigo-31055/,SERRAT,Código: 31055,DIRECCIÓN,12,45,200,CAJA,IZQ/DER,
31056,FUELLE,97>11,KIT DE DIRECCION FORD COURRIER (97-11) - ESCORT (96-03) - FIESTA (94-99) - KA (97…) - | (MECANICA),92AB3K661AA,14 x 33 x 216,https://serratsrl.com.ar/wp-content/uploads/2024/07/31056.jpg,https://serratsrl.com.ar/producto/codigo-31056/,SERRAT,Código: 31056,DIRECCIÓN,14,33,216,CAJA,IZQ/DER,
31057,FUELLE,96>03,KIT DE DIRECCION FORD ESCORT (96-03) - ESCORT (88-95)-SIERRA 1.6 (…92) 2.3 (...94) -TAUNUS (…92) - (HIDRAULICA) - (TODOS LOS MODELOS),547498061AB,14 x 47 x 210,https://serratsrl.com.ar/wp-content/uploads/2024/07/31057.jpg,https://serratsrl.com.ar/producto/codigo-31057/,SERRAT,Código: 31057,DIRECCIÓN,14,47,210,CAJA,IZQ/DER,
31058,FUELLE,96>12,KIT DE DIRECCION FORD RANGER (96-12) - (HIDRAULICA) - (TODOS LOS MODELOS),F57Z3332AA,15 x 66 x 216,https://serratsrl.com.ar/wp-content/uploads/2024/07/31058TP.jpg,https://serratsrl.com.ar/producto/codigo-31058/,SERRAT,Código: 31058,DIRECCIÓN,15,66,216,CAJA,IZQ/DER,
31059,FUELLE,96>03,KIT DE DIRECCION FORD COURRIER (97…) - ECOSPORT 4WD (02…) - ESCORT (96-03) - FIESTA GLX (93-97) - FOCUS (99…) - KA (97...) - ORION (93-97) - S MAX (06-15) / V.W. POINTER (94-97) - (HIDRAULICA),547498061AC,13 x 47 x 184,https://serratsrl.com.ar/wp-content/uploads/2024/07/31059.jpg,https://serratsrl.com.ar/producto/codigo-31059/,SERRAT,Código: 31059,DIRECCIÓN,13,47,184,CAJA,IZQ/DER,
31060,FUELLE,,KIT DE DIRECCION PEUGEOT 404 - 504 (…82) - (MECANICA),406603,26 x 45 x 150,https://serratsrl.com.ar/wp-content/uploads/2024/07/31060.jpg,https://serratsrl.com.ar/producto/codigo-31060/,SERRAT,Código: 31060,DIRECCIÓN,26,45,150,CAJA,IZQ/DER,
31070,FUELLE,93>99,KIT DE DIRECCION CITROEN BERLINGO (98...) - AX (93…) - C15 (92…) - VISA - ZX (93-99) / PEUGEOT 205 (92-00) - 306 (...96) - 405 (97-03) - 504 (83-00) - 505 (82-95) - PARTNER (98...) - (HIDRAULICA -MECANICA),406620,11 x 41 x 180,https://serratsrl.com.ar/wp-content/uploads/2024/07/31070.jpg,https://serratsrl.com.ar/producto/codigo-31070/,SERRAT,Código: 31070,DIRECCIÓN,11,41,180,CAJA,IZQ/DER,
31080,FUELLE,93>99,KIT DE DIRECCION CITROEN BERLINGO (98...) - C15 (92…) - VISA - ZX (93-99) - AX (93-95) - ZX (93-99) / PEUGEOT 205 (92-00) - 306 (...96) - 405 (97-03) - 504 (83-00) - 505 (82-95) - PARTNER (98...) - | (HIDRAULICA),406617,43 x 43 x 134,https://serratsrl.com.ar/wp-content/uploads/2024/07/31080.jpg,https://serratsrl.com.ar/producto/codigo-31080/,SERRAT,Código: 31080,DIRECCIÓN,43,43,134,CAJA,DER,
31090,FUELLE,82>92,KIT DE DIRECCION RENAULT R4 - 4L - R6 (82-92) - (MECANICA),7700509294,25 x 37 x 102,https://serratsrl.com.ar/wp-content/uploads/2024/07/31090.jpg,https://serratsrl.com.ar/producto/codigo-31090/,SERRAT,Código: 31090,DIRECCIÓN,25,37,102,CAJA,IZQ/DER,
31100,FUELLE,85>95,KIT DE DIRECCION RENAULT R11 (85-95) - R19 (88-00) - CLIO (91-00) - CLIO 2 (00-03) F2 (03…) EXPRESS (91-02) - KANGOO (98…) TWINGO (94-03) - (MECANICA),7700781097,12 x 31 x 155,https://serratsrl.com.ar/wp-content/uploads/2024/07/31100.jpg,https://serratsrl.com.ar/producto/codigo-31100/,SERRAT,Código: 31100,DIRECCIÓN,12,31,155,CAJA,IZQ/DER,
31110,FUELLE,,KIT DE DIRECCION RENAULT R12 (…95) - (MECANICA),7700526380,26 x 37 x 95,https://serratsrl.com.ar/wp-content/uploads/2024/07/31110.jpg,https://serratsrl.com.ar/producto/codigo-31110/,SERRAT,Código: 31110,DIRECCIÓN,26,37,95,CAJA,IZQ/DER,
31120,FUELLE,85>97,KIT DE DIRECCION RENAULT R9 (85-97) - R11 (85-95) - R18 (…95) - (MECANICA),7700653459,11 x 40 x 165,https://serratsrl.com.ar/wp-content/uploads/2024/07/31120.jpg,https://serratsrl.com.ar/producto/codigo-31120/,SERRAT,Código: 31120,DIRECCIÓN,11,40,165,CAJA,IZQ,
31140,FUELLE,85>97,KIT DE DIRECCION RENAULT R9 (85-97) - R11 (85-95) - R18 (…95) - R19 (88-00) - CLIO (91-02) - FUEGO (…93) - KANGOO (98-02) - TRAFIC 2.0 (90-03) - TWINGO (94-03) - EXPRESS (91-03) - (HIDRAULICA),7700706007,11 x 40 x 1665,https://serratsrl.com.ar/wp-content/uploads/2024/07/31140.jpg,https://serratsrl.com.ar/producto/codigo-31140/,SERRAT,Código: 31140,DIRECCIÓN,11,40,1665,CAJA,IZQ/DER,
31150,FUELLE,85>97,"KIT DE DIRECCION RENAULT R9 (85-97) - R11 (85-95) - TRAFIC 1,4CC- 2,00CC (…03) - (MECANICA)",7700774566,11 x 42 x 119,https://serratsrl.com.ar/wp-content/uploads/2024/07/31150.jpg,https://serratsrl.com.ar/producto/codigo-31150/,SERRAT,Código: 31150,DIRECCIÓN,11,42,119,CAJA,,
31160,FUELLE,85>97,"KIT DE DIRECCION RENAULT R9 (85-97) / R11 (85-95) R18 (…95) - TRAFIC 1,4CC-2,0CC (…03) - (MECANICA)",7700680852,12 x 35 x 193,https://serratsrl.com.ar/wp-content/uploads/2024/07/31160.jpg,https://serratsrl.com.ar/producto/codigo-31160/,SERRAT,Código: 31160,DIRECCIÓN,12,35,193,CAJA,DER,
31170,FUELLE,00>03,KIT DE DIRECCION RENAULT CLIO 2 (00-03) F2 (03…) - LAGUNA I/II (93…) - MEGANE (97-99)- MEGANE II /III (00…) - SCENIC I/II (98-01) - KANGOO II/III (03…) - MASTER (02...) / CHERY QQ - (HIDRAULICA),7701469486,11 x 40 x 167,https://serratsrl.com.ar/wp-content/uploads/2024/07/31170.jpg,https://serratsrl.com.ar/producto/codigo-31170/,SERRAT,Código: 31170,DIRECCIÓN,11,40,167,CAJA,IZQ/DER,
31180,FUELLE,85>98,KIT DE DIRECCION FIAT 128 (...91) - 147 (85-98) - DUNA - UNO (87…) - FIORINO (87…) - (MECANICA),4371156,13 x 25 x 183,https://serratsrl.com.ar/wp-content/uploads/2024/07/31180.jpg,https://serratsrl.com.ar/producto/codigo-31180/,SERRAT,Código: 31180,DIRECCIÓN,13,25,183,CAJA,DER,
31190,FUELLE,85>98,KIT DE DIRECCION FIAT 128 (...91) - 147 (85-98) - DUNA - UNO (87…) - FIORINO (87…) - REGATTA (...95) - (MECANICA),4371155,12 x 45 x 109,https://serratsrl.com.ar/wp-content/uploads/2024/07/31190.jpg,https://serratsrl.com.ar/producto/codigo-31190/,SERRAT,Código: 31190,DIRECCIÓN,12,45,109,CAJA,,
31191,FUELLE,93>97,KIT DE DIRECCION FIAT PALIO (97…) - SIENA (97…) TEMPRA (93-97) - (MECANICA),7079393,13 x 40 x 141,https://serratsrl.com.ar/wp-content/uploads/2024/07/31191.jpg,https://serratsrl.com.ar/producto/codigo-31191/,SERRAT,Código: 31191,DIRECCIÓN,13,40,141,CAJA,DER,
